0	42131.0	43224.0
1	40103.0	40465.0
2	38235.0	37191.0
3	39236.25	36455.0
4	38609.25	36582.0
5	36741.25	33303.0
6	35367.0	30865.0
7	36564.5	30497.0
8	34951.5	27954.0
9	34951.5	31850.5
10	32715.5	29675.5
11	33913.0	28939.5
12	32300.0	26872.0
13	31070.0	24704.0
14	30443.0	25069.0
15	30443.0	24701.0
16	29085.0	22764.0
17	27982.0	20613.0
18	26879.0	18676.0
19	26879.0	18308.0
20	26879.0	20733.5
21	25939.0	18966.0
22	25045.0	17364.0
23	25045.0	16628.0
24	24151.0	14946.0
25	23942.0	13755.0
26	23257.0	11705.0
27	23257.0	11337.0
28	22572.0	9655.0
29	22096.0	7785.0
30	22096.0	8498.0
31	22096.0	8130.0
32	21620.0	6080.0
33	21382.0	4422.0
34	21255.0	2740.0
35	21255.0	2004.0
36	21255.0	1774.5
37	21017.0	347.5
38	21017.0	0.0
